arm,conv,turn,tier,t_send,prompt,uncached,ttft,latency,queue,l3_read,prefill,decode,how,qdepth
hbm_lru,47,1,device,10.055,8317,61,7.9088,10.8349,1.4951,0.0,6.4137,2.9261,estimated,36
hbm_lru,51,1,device,10.246,8394,74,7.7959,10.7233,1.3822,0.0,6.4137,2.9274,estimated,37
hbm_lru,9,1,device,10.306,8687,47,7.8757,10.7412,1.462,0.0,6.4137,2.8655,estimated,37
hbm_lru,61,1,device,10.175,9698,34,7.8669,12.0935,1.4532,0.0,6.4137,4.2266,estimated,37
hbm_lru,16,1,device,11.492,9750,86,6.7674,10.9573,0.3537,0.0,6.4137,4.1899,estimated,36
hbm_lru,32,1,device,11.877,9964,44,6.4534,10.6062,0.0397,0.0,6.4137,4.1528,estimated,36
hbm_lru,23,1,device,10.593,8301,45,7.6664,12.5774,1.2527,0.0,6.4137,4.911,estimated,36
hbm_lru,0,1,device,11.786,8328,72,6.4739,11.5626,0.0602,0.0,6.4137,5.0887,estimated,36
hbm_lru,33,1,device,13.854,8533,85,6.5163,9.5367,0.1026,0.0,6.4137,3.0204,estimated,37
hbm_lru,54,1,device,12.528,8296,40,7.1351,11.8125,0.7214,0.0,6.4137,4.6774,estimated,36
hbm_lru,4,1,device,12.298,8813,45,7.1546,12.1098,0.7409,0.0,6.4137,4.9552,estimated,36
hbm_lru,22,1,device,13.801,9956,36,6.3221,10.906,0.0,0.0,6.3221,4.5839,estimated,37
hbm_lru,11,1,device,12.268,8494,46,7.0089,12.4761,0.5952,0.0,6.4137,5.4672,estimated,36
hbm_lru,44,1,device,12.009,8455,71,6.8078,12.9247,0.3941,0.0,6.4137,6.1169,estimated,36
hbm_lru,27,1,device,14.942,8569,57,5.7366,9.9928,0.0,0.0,5.7366,4.2562,estimated,36
hbm_lru,72,1,device,19.659,8327,71,2.4306,5.3445,0.0,0.0,2.4306,2.9139,estimated,36
hbm_lru,21,1,device,12.146,11107,35,6.9578,12.9394,0.5441,0.0,6.4137,5.9816,estimated,36
hbm_lru,71,1,device,20.662,10085,37,1.8991,4.4254,0.0,0.0,1.8991,2.5263,estimated,32
hbm_lru,48,1,device,13.004,8409,89,6.9092,12.1526,0.4955,0.0,6.4137,5.2434,estimated,36
