arm,conv,turn,tier,t_send,prompt,uncached,ttft,latency,queue,l3_read,prefill,decode,how,qdepth
three_tier_to,51,1,device,10.547,8394,74,7.8095,10.7404,1.3958,0.0,6.4137,2.9309,estimated,37
three_tier_to,47,1,device,10.557,8317,61,7.7992,10.731,1.3855,0.0,6.4137,2.9318,estimated,37
three_tier_to,9,1,device,10.792,8687,47,7.7042,10.5657,1.2905,0.0,6.4137,2.8615,estimated,37
three_tier_to,61,1,device,10.477,9698,34,7.8056,12.0637,1.3919,0.0,6.4137,4.2581,estimated,37
three_tier_to,16,1,device,11.794,9750,86,6.7805,10.9659,0.3668,0.0,6.4137,4.1854,estimated,36
three_tier_to,32,1,device,12.183,9964,44,6.4618,10.6098,0.0481,0.0,6.4137,4.148,estimated,36
three_tier_to,23,1,device,10.892,8301,45,7.6826,12.5667,1.2689,0.0,6.4137,4.8841,estimated,36
three_tier_to,33,1,device,14.168,8533,85,6.3439,9.3162,0.0,0.0,6.3439,2.9723,estimated,37
three_tier_to,0,1,device,12.086,8328,72,6.4888,11.5832,0.0751,0.0,6.4137,5.0944,estimated,36
three_tier_to,54,1,device,12.84,8296,40,7.1365,11.7811,0.7228,0.0,6.4137,4.6446,estimated,36
three_tier_to,4,1,device,12.608,8813,45,7.1584,12.0822,0.7447,0.0,6.4137,4.9238,estimated,36
three_tier_to,22,1,device,14.113,9956,36,6.2564,10.8416,0.0,0.0,6.2564,4.5852,estimated,37
three_tier_to,11,1,device,12.57,8494,46,7.0206,12.453,0.6069,0.0,6.4137,5.4324,estimated,36
three_tier_to,87,1,device,20.564,8318,62,1.8324,4.6128,0.0,0.0,1.8324,2.7804,estimated,31
three_tier_to,44,1,device,12.31,8455,71,6.8213,12.9474,0.4076,0.0,6.4137,6.1261,estimated,36
three_tier_to,27,1,device,15.256,8569,57,5.7407,10.002,0.0,0.0,5.7407,4.2613,estimated,36
three_tier_to,71,1,device,20.977,10085,37,1.7569,4.3018,0.0,0.0,1.7569,2.5449,estimated,31
three_tier_to,72,1,device,19.974,8327,71,2.4225,5.4509,0.0,0.0,2.4225,3.0284,estimated,36
three_tier_to,21,1,device,12.448,11107,35,6.9694,13.0117,0.5557,0.0,6.4137,6.0423,estimated,36
three_tier_to,48,1,device,13.31,8409,89,6.919,12.2117,0.5053,0.0,6.4137,5.2927,estimated,36
three_tier_to,96,1,device,20.952,8313,57,1.6955,4.5712,0.0,0.0,1.6955,2.8757,estimated,31
three_tier_to,99,1,device,21.482,8351,95,1.389,4.1694,0.0,0.0,1.389,2.7804,estimated,23
three_tier_to,12,1,device,13.517,8317,61,6.7122,12.2131,0.2985,0.0,6.4137,5.5009,estimated,36
three_tier_to,94,1,device,21.257,8266,74,1.6144,4.5341,0.0,0.0,1.6144,2.9197,estimated,25
three_tier_to,55,1,device,12.962,8314,58,7.0147,13.0734,0.601,0.0,6.4137,6.0587,estimated,36
three_tier_to,25,1,device,16.485,8713,73,5.2679,9.5514,0.0,0.0,5.2679,4.2835,estimated,36
three_tier_to,1,1,device,12.716,8579,67,7.1207,13.3696,0.707,0.0,6.4137,6.2489,estimated,36
three_tier_to,53,1,device,14.125,8606,94,6.3154,12.0386,0.0,0.0,6.3154,5.7232,estimated,37
three_tier_to,19,1,device,13.828,8371,51,6.4009,12.5315,0.0,0.0,6.4009,6.1306,estimated,37
three_tier_to,60,1,device,12.981,10217,41,7.175,13.4484,0.7613,0.0,6.4137,6.2734,estimated,36
three_tier_to,41,1,device,15.445,8672,96,5.8387,10.9845,0.0,0.0,5.8387,5.1458,estimated,36
