arm,conv,turn,tier,t_send,prompt,uncached,ttft,latency,queue,l3_read,prefill,decode,how,qdepth
hbm_host,9,1,device,7.028,8687,47,11.0678,13.9081,5.7745,0.0,5.2933,2.8403,time_stats,37
hbm_host,47,1,device,7.046,8317,61,11.1168,14.0833,5.8451,0.0,5.2717,2.9665,time_stats,37
hbm_host,51,1,device,7.643,8394,74,10.5191,13.4867,5.5879,0.0,4.9312,2.9676,time_stats,36
hbm_host,5,1,device,8.311,9921,193,10.0758,13.0408,5.5292,0.0,4.5466,2.965,time_stats,36
hbm_host,61,1,device,7.899,9698,34,10.4056,14.8471,5.6984,0.0,4.7072,4.4415,time_stats,36
hbm_host,16,1,device,8.899,9750,86,10.045,14.5046,5.7733,0.0,4.2717,4.4596,time_stats,36
hbm_host,23,1,device,8.352,8301,45,10.0352,15.0867,5.4987,0.0,4.5365,5.0515,time_stats,36
hbm_host,0,1,device,8.6,8328,72,9.7873,15.0511,5.4986,0.0,4.2887,5.2638,time_stats,36
hbm_host,33,1,device,11.321,8533,85,9.426,12.5447,5.3925,0.0,4.0335,3.1187,time_stats,36
hbm_host,11,1,device,8.875,8494,46,9.5763,15.1383,5.4142,0.0,4.1621,5.562,time_stats,36
hbm_host,32,1,device,9.516,9964,44,10.067,14.6398,5.906,0.0,4.161,4.5728,time_stats,36
hbm_host,29,1,device,12.269,10944,320,8.8272,11.9229,4.3631,0.0,4.4641,3.0957,time_stats,36
hbm_host,15,1,device,13.522,10269,221,8.1976,11.1403,3.3343,0.0,4.8633,2.9427,time_stats,36
hbm_host,59,1,device,14.364,10791,423,7.6214,10.5047,2.5437,0.0,5.0777,2.8833,time_stats,38
hbm_host,54,1,device,10.239,8296,40,9.8065,14.7735,5.3744,0.0,4.4321,4.967,time_stats,36
hbm_host,4,1,device,9.587,8813,45,10.2126,15.4605,6.1195,0.0,4.0931,5.2479,time_stats,36
hbm_host,6,1,device,14.024,10138,218,7.861,11.0585,3.4069,0.0,4.4541,3.1975,time_stats,36
hbm_host,48,1,device,9.568,8409,89,10.0864,15.5987,5.9794,0.0,4.107,5.5123,time_stats,36
hbm_host,39,1,device,15.379,11006,318,7.0047,9.8138,2.3361,0.0,4.6686,2.8091,time_stats,36
hbm_host,22,1,device,10.892,9956,36,9.4332,14.3564,5.2889,0.0,4.1443,4.9232,time_stats,36
hbm_host,21,1,device,8.939,11107,35,10.29,16.6564,5.8918,0.0,4.3982,6.3664,time_stats,36
hbm_host,27,1,device,12.105,8569,57,8.9106,13.5265,4.7026,0.0,4.208,4.6159,time_stats,36
hbm_host,46,1,device,14.965,10274,354,7.3075,10.7031,2.5809,0.0,4.7266,3.3956,time_stats,36
hbm_host,72,1,device,16.601,8327,71,6.1031,9.2977,2.3829,0.0,3.7202,3.1946,time_stats,36
