arm,conv,turn,tier,t_send,prompt,uncached,ttft,latency,queue,l3_read,prefill,decode,how,qdepth
three_tier_to,9,1,device,7.023,8687,47,11.0578,13.9031,5.7772,0.0,5.2806,2.8453,time_stats,37
three_tier_to,47,1,device,7.046,8317,61,11.1089,14.0754,5.8485,0.0,5.2604,2.9665,time_stats,37
three_tier_to,51,1,device,7.632,8394,74,10.523,13.4907,5.5904,0.0,4.9326,2.9677,time_stats,36
three_tier_to,5,1,device,8.301,9921,193,10.0779,13.0449,5.5308,0.0,4.5471,2.967,time_stats,36
three_tier_to,61,1,device,7.891,9698,34,10.4068,14.8483,5.6998,0.0,4.707,4.4415,time_stats,36
three_tier_to,16,1,device,8.889,9750,86,10.0473,14.5084,5.7755,0.0,4.2718,4.4611,time_stats,36
three_tier_to,23,1,device,8.343,8301,45,10.0366,15.0909,5.5304,0.0,4.5062,5.0543,time_stats,36
three_tier_to,0,1,device,8.59,8328,72,9.7893,15.056,5.5005,0.0,4.2888,5.2667,time_stats,36
three_tier_to,33,1,device,11.309,8533,85,9.4159,12.5518,5.3959,0.0,4.02,3.1359,time_stats,36
three_tier_to,11,1,device,8.865,8494,46,9.579,15.1441,5.5812,0.0,3.9978,5.5651,time_stats,36
three_tier_to,32,1,device,9.504,9964,44,10.0736,14.6475,6.2172,0.0,3.8564,4.5739,time_stats,36
three_tier_to,29,1,device,12.257,10944,320,8.8328,11.9304,4.3673,0.0,4.4655,3.0976,time_stats,36
three_tier_to,15,1,device,13.503,10269,221,8.2111,11.1564,3.337,0.0,4.8741,2.9453,time_stats,36
three_tier_to,59,1,device,14.356,10791,423,7.6251,10.5102,2.5447,0.0,5.0804,2.8851,time_stats,38
three_tier_to,54,1,device,10.221,8296,40,9.818,14.7886,5.3772,0.0,4.4408,4.9706,time_stats,36
three_tier_to,4,1,device,9.575,8813,45,10.2183,15.47,6.1222,0.0,4.0961,5.2517,time_stats,36
three_tier_to,6,1,device,14.006,10138,218,7.8657,11.0741,3.4099,0.0,4.4558,3.2084,time_stats,37
three_tier_to,48,1,device,9.554,8409,89,10.0934,15.6097,5.9834,0.0,4.11,5.5163,time_stats,36
three_tier_to,39,1,device,15.369,11006,318,7.011,9.8142,2.3382,0.0,4.6728,2.8032,time_stats,36
three_tier_to,22,1,device,10.881,9956,36,9.4378,14.3651,5.293,0.0,4.1448,4.9273,time_stats,36
three_tier_to,21,1,device,8.929,11107,35,10.2944,16.666,5.8944,0.0,4.4,6.3716,time_stats,36
three_tier_to,27,1,device,12.096,8569,57,8.8971,13.5338,4.7068,0.0,4.1903,4.6367,time_stats,36
three_tier_to,46,1,device,14.956,10274,354,7.3113,10.7092,2.5824,0.0,4.7289,3.3979,time_stats,36
three_tier_to,72,1,device,16.591,8327,71,6.1078,9.3072,2.3843,0.0,3.7235,3.1994,time_stats,36
three_tier_to,12,1,device,10.776,8317,61,9.4709,15.1902,5.5876,0.0,3.8833,5.7193,time_stats,36
three_tier_to,44,1,device,9.097,8455,71,10.3022,16.8692,6.0427,0.0,4.2595,6.567,time_stats,37
three_tier_to,25,1,device,13.333,8713,73,8.3027,12.7084,3.3053,0.0,4.9974,4.4057,time_stats,36
three_tier_to,31,1,device,17.468,10662,358,5.5333,8.5737,2.209,0.0,3.3243,3.0404,time_stats,36
three_tier_to,55,1,device,10.172,8314,58,9.7951,16.093,5.8512,0.0,3.9439,6.2979,time_stats,36
three_tier_to,60,1,device,9.597,10217,41,10.196,16.6686,6.122,0.0,4.074,6.4726,time_stats,36
three_tier_to,87,1,device,17.479,8318,62,5.735,8.8223,2.4354,0.0,3.2996,3.0873,time_stats,36
three_tier_to,1,1,device,10.202,8579,67,9.8363,16.4131,5.9191,0.0,3.9172,6.5768,time_stats,36
three_tier_to,41,1,device,12.806,8672,96,8.4302,13.8103,3.5545,0.0,4.8757,5.3801,time_stats,36
three_tier_to,50,1,device,11.514,9921,65,9.2846,15.1709,5.4669,0.0,3.8177,5.8863,time_stats,36
three_tier_to,53,1,device,11.591,8606,94,9.207,15.2093,5.1232,0.0,4.0838,6.0023,time_stats,36
three_tier_to,71,1,device,18.229,10085,37,5.7415,8.651,2.8917,0.0,2.8498,2.9095,time_stats,36
three_tier_to,19,1,device,11.137,8371,51,9.3572,15.8185,5.4705,0.0,3.8867,6.4613,time_stats,36
three_tier_to,57,1,device,12.515,8534,86,8.5755,14.6036,4.069,0.0,4.5065,6.0281,time_stats,36
three_tier_to,18,1,device,10.72,8661,85,9.459,16.4344,5.516,0.0,3.943,6.9754,time_stats,36
three_tier_to,94,1,device,18.091,8266,74,5.8064,9.0644,2.8524,0.0,2.954,3.258,time_stats,36
three_tier_to,8,1,device,11.147,9879,87,9.492,16.0453,5.3531,0.0,4.1389,6.5533,time_stats,36
three_tier_to,42,1,device,12.5,9859,67,8.5897,14.6931,4.2541,0.0,4.3356,6.1034,time_stats,36
three_tier_to,99,1,device,18.271,8351,95,5.8422,8.9945,3.0356,0.0,2.8066,3.1523,time_stats,36
three_tier_to,28,1,device,12.769,8610,34,8.3212,14.8654,3.5438,0.0,4.7774,6.5442,time_stats,36
three_tier_to,96,1,device,18.366,8313,57,5.9582,9.2689,3.0972,0.0,2.861,3.3107,time_stats,37
three_tier_to,10,1,device,12.101,10443,75,8.9892,15.6019,4.4006,0.0,4.5886,6.6127,time_stats,36
three_tier_to,109,1,device,19.339,8280,88,5.4515,8.5078,3.3446,0.0,2.1069,3.0563,time_stats,36
three_tier_to,56,1,device,11.595,12920,56,9.2038,16.5183,4.9453,0.0,4.2585,7.3145,time_stats,36
three_tier_to,20,1,device,15.22,10572,76,7.0474,12.9614,2.4423,0.0,4.6051,5.914,time_stats,36
three_tier_to,14,1,device,16.21,8641,65,6.4193,12.0448,2.3772,0.0,4.0421,5.6255,time_stats,36
