arm,conv,turn,tier,t_send,prompt,uncached,ttft,latency,queue,l3_read,prefill,decode,how,qdepth
hbm_lru,9,1,device,6.933,8687,47,11.1125,13.9308,5.8395,0.0,5.273,2.8183,time_stats,37
hbm_lru,47,1,device,6.932,8317,61,11.039,13.9693,5.7679,0.0,5.2711,2.9303,time_stats,37
hbm_lru,51,1,device,7.543,8394,74,10.5029,13.467,5.58,0.0,4.9229,2.9641,time_stats,36
hbm_lru,5,1,device,8.214,9921,193,10.0559,13.0224,5.5236,0.0,4.5323,2.9665,time_stats,36
hbm_lru,61,1,device,7.802,9698,34,10.3865,14.8252,5.6905,0.0,4.696,4.4387,time_stats,36
hbm_lru,16,1,device,8.802,9750,86,10.0262,14.4854,5.7678,0.0,4.2584,4.4592,time_stats,36
hbm_lru,23,1,device,8.255,8301,45,10.0152,15.0678,5.492,0.0,4.5232,5.0526,time_stats,36
hbm_lru,0,1,device,8.503,8328,72,9.7665,15.0313,5.492,0.0,4.2745,5.2648,time_stats,36
hbm_lru,33,1,device,11.211,8533,85,9.4029,12.5384,5.3888,0.0,4.0141,3.1355,time_stats,36
hbm_lru,11,1,device,8.778,8494,46,9.558,15.1185,5.4075,0.0,4.1505,5.5605,time_stats,36
hbm_lru,32,1,device,9.415,9964,44,10.0546,14.6243,6.2097,0.0,3.8449,4.5697,time_stats,36
hbm_lru,29,1,device,12.158,10944,320,8.8198,11.9167,4.3639,0.0,4.4559,3.0969,time_stats,36
hbm_lru,15,1,device,13.406,10269,221,8.198,11.1402,3.3342,0.0,4.8638,2.9422,time_stats,36
hbm_lru,59,1,device,14.254,10791,423,7.6167,10.4974,2.5415,0.0,5.0752,2.8807,time_stats,38
hbm_lru,54,1,device,10.128,8296,40,9.8016,14.7669,5.3725,0.0,4.4291,4.9653,time_stats,36
hbm_lru,4,1,device,9.484,8813,45,10.2004,15.446,6.116,0.0,4.0844,5.2456,time_stats,36
hbm_lru,6,1,device,13.905,10138,218,7.8554,11.0595,3.4071,0.0,4.4483,3.2041,time_stats,37
hbm_lru,48,1,device,9.465,8409,89,10.0741,15.584,5.9762,0.0,4.0979,5.5099,time_stats,36
hbm_lru,39,1,device,15.265,11006,318,7.0025,9.802,2.3342,0.0,4.6683,2.7995,time_stats,36
hbm_lru,22,1,device,10.785,9956,36,9.4254,14.3463,5.2878,0.0,4.1376,4.9209,time_stats,36
hbm_lru,21,1,device,8.841,11107,35,10.2732,16.6374,5.8861,0.0,4.3871,6.3642,time_stats,36
hbm_lru,27,1,device,11.996,8569,57,8.8826,13.5178,4.7006,0.0,4.182,4.6352,time_stats,36
hbm_lru,46,1,device,14.852,10274,354,7.3034,10.6975,2.5789,0.0,4.7245,3.3941,time_stats,36
hbm_lru,72,1,device,16.484,8327,71,6.1037,9.2968,2.3809,0.0,3.7228,3.1931,time_stats,36
hbm_lru,44,1,device,9.009,8455,71,10.2815,16.841,6.0343,0.0,4.2472,6.5595,time_stats,37
hbm_lru,12,1,device,10.681,8317,61,9.4572,15.169,5.5826,0.0,3.8746,5.7118,time_stats,36
hbm_lru,25,1,device,13.231,8713,73,8.2916,12.6927,3.3029,0.0,4.9887,4.4011,time_stats,36
hbm_lru,31,1,device,17.362,10662,358,5.529,8.5624,2.2081,0.0,3.3209,3.0334,time_stats,36
hbm_lru,55,1,device,10.078,8314,58,9.7806,16.0713,5.8446,0.0,3.936,6.2907,time_stats,36
hbm_lru,60,1,device,9.507,10217,41,10.1782,16.643,6.116,0.0,4.0622,6.4648,time_stats,36
hbm_lru,87,1,device,17.37,8318,62,5.7337,8.8132,2.4342,0.0,3.2995,3.0795,time_stats,36
hbm_lru,41,1,device,12.708,8672,96,8.3448,13.7562,3.4803,0.0,4.8645,5.4114,time_stats,36
hbm_lru,1,1,device,10.109,8579,67,9.8206,16.3909,5.9134,0.0,3.9072,6.5703,time_stats,36
hbm_lru,50,1,device,11.416,9921,65,9.2738,15.2039,5.4593,0.0,3.8145,5.9301,time_stats,36
hbm_lru,53,1,device,11.493,8606,94,9.1966,15.2023,5.116,0.0,4.0806,6.0057,time_stats,36
hbm_lru,71,1,device,18.121,10085,37,5.7383,8.6534,2.9202,0.0,2.8181,2.9151,time_stats,36
hbm_lru,19,1,device,11.038,8371,51,9.3471,15.8114,5.4654,0.0,3.8817,6.4643,time_stats,36
hbm_lru,57,1,device,12.413,8534,86,8.5653,14.5987,4.0668,0.0,4.4985,6.0334,time_stats,36
hbm_lru,18,1,device,10.626,8661,85,9.4437,16.4214,5.5116,0.0,3.9321,6.9777,time_stats,36
hbm_lru,94,1,device,17.981,8266,74,5.8038,9.0665,2.8502,0.0,2.9536,3.2627,time_stats,36
hbm_lru,8,1,device,11.049,9879,87,9.4816,16.038,5.3466,0.0,4.135,6.5564,time_stats,36
hbm_lru,42,1,device,12.4,9859,67,8.5785,14.6873,4.2504,0.0,4.3281,6.1088,time_stats,36
hbm_lru,99,1,device,18.163,8351,95,5.8379,8.9958,3.0331,0.0,2.8048,3.1579,time_stats,36
hbm_lru,28,1,device,12.669,8610,34,8.3096,14.8583,3.5419,0.0,4.7677,6.5487,time_stats,36
hbm_lru,96,1,device,18.258,8313,57,5.9538,9.2695,3.1658,0.0,2.788,3.3157,time_stats,37
hbm_lru,10,1,device,12.001,10443,75,8.9769,15.595,4.3969,0.0,4.58,6.6181,time_stats,36
hbm_lru,109,1,device,19.228,8280,88,5.4484,8.5103,3.34,0.0,2.1084,3.0619,time_stats,36
hbm_lru,56,1,device,11.498,12920,56,9.1921,16.5071,4.9387,0.0,4.2534,7.315,time_stats,36
hbm_lru,20,1,device,15.116,10572,76,7.0388,12.9574,2.4392,0.0,4.5996,5.9186,time_stats,36
hbm_lru,14,1,device,16.105,8641,65,6.4141,12.0428,2.376,0.0,4.0381,5.6287,time_stats,36
hbm_lru,34,1,device,12.672,9789,61,8.3802,15.6824,3.6203,0.0,4.7599,7.3022,time_stats,36
hbm_lru,88,1,device,18.838,14919,135,5.7658,9.5525,3.2771,0.0,2.4887,3.7867,time_stats,36
hbm_lru,119,1,device,19.706,10887,199,5.4752,8.7997,3.5737,0.0,1.9015,3.3245,time_stats,36
hbm_lru,17,1,device,14.569,8928,96,7.3015,14.0074,2.3659,0.0,4.9356,6.7059,time_stats,36
hbm_lru,75,1,device,19.804,9880,88,5.377,8.849,3.4209,0.0,1.9561,3.472,time_stats,36
hbm_lru,2,1,device,15.496,10624,64,6.772,13.2319,2.2967,0.0,4.4753,6.4599,time_stats,36
hbm_lru,35,1,device,13.168,8924,92,8.2085,15.7213,3.3335,0.0,4.875,7.5128,time_stats,36
hbm_lru,13,1,device,12.944,9049,89,8.1818,15.9463,3.2521,0.0,4.9297,7.7645,time_stats,37
hbm_lru,49,1,device,13.185,8989,93,8.2658,15.7469,3.4058,0.0,4.86,7.4811,time_stats,36
hbm_lru,52,1,device,14.165,11039,95,7.5951,14.7664,2.9233,0.0,4.6718,7.1713,time_stats,38
hbm_lru,24,1,device,17.981,10366,62,5.6631,11.2412,2.7027,0.0,2.9604,5.5781,time_stats,36
hbm_lru,38,1,device,15.566,8340,84,6.9525,13.6915,2.4471,0.0,4.5054,6.739,time_stats,36
hbm_lru,30,1,device,13.158,8394,74,8.1466,16.1308,3.3342,0.0,4.8124,7.9842,time_stats,36
hbm_lru,85,1,device,21.292,10414,430,5.0648,8.2235,3.5284,0.0,1.5364,3.1587,time_stats,36
hbm_lru,126,1,device,21.248,8370,50,5.1086,8.3325,3.5596,0.0,1.549,3.2239,time_stats,36
hbm_lru,7,1,device,13.231,8556,44,8.2918,16.4194,3.3356,0.0,4.9562,8.1276,time_stats,36
hbm_lru,67,1,device,17.889,8568,56,5.5711,11.8421,2.5633,0.0,3.0078,6.271,time_stats,36
hbm_lru,120,1,device,21.215,10094,494,5.1413,8.5165,3.7008,0.0,1.4405,3.3752,time_stats,36
hbm_lru,74,1,device,18.766,11358,94,5.671,11.0411,3.3041,0.0,2.3669,5.3701,time_stats,36
hbm_lru,26,1,device,15.124,9259,43,7.0313,14.8629,2.4082,0.0,4.6231,7.8316,time_stats,36
hbm_lru,80,1,device,21.297,11470,398,5.2866,8.7253,3.8072,0.0,1.4794,3.4387,time_stats,36
hbm_lru,45,1,device,14.172,11067,59,7.6981,15.9566,2.7235,0.0,4.9746,8.2585,time_stats,38
hbm_lru,117,1,device,21.448,10287,47,5.2896,8.7627,3.6263,0.0,1.6633,3.4731,time_stats,36
hbm_lru,65,1,device,17.338,10164,52,5.4015,13.2535,2.1301,0.0,3.2714,7.852,time_stats,36
hbm_lru,9,2,device,21.578,8935,231,5.5449,9.0143,3.4779,0.0,2.067,3.4694,time_stats,36
hbm_lru,91,1,device,21.522,10232,440,5.3741,9.1098,3.4937,0.0,1.8804,3.7357,time_stats,36
hbm_lru,111,1,device,21.626,11780,452,5.6452,9.0334,3.3383,0.0,2.3069,3.3882,time_stats,36
hbm_lru,47,2,device,21.611,8697,377,5.6604,9.3339,3.4084,0.0,2.252,3.6735,time_stats,36
hbm_lru,68,1,device,17.808,8317,61,5.5819,13.2313,2.5252,0.0,3.0567,7.6494,time_stats,36
hbm_lru,58,1,device,16.515,8516,68,6.2239,14.6002,2.3447,0.0,3.8792,8.3763,time_stats,36
hbm_lru,107,1,device,19.47,11859,83,5.542,11.9812,3.4781,0.0,2.0639,6.4392,time_stats,36
hbm_lru,40,1,device,15.13,10031,47,7.1373,16.3221,2.3653,0.0,4.772,9.1848,time_stats,36
hbm_lru,69,1,device,18.196,8524,76,5.9471,13.3239,3.0956,0.0,2.8515,7.3768,time_stats,37
hbm_lru,51,2,device,21.719,8807,359,5.5526,9.802,3.051,0.0,2.5016,4.2494,time_stats,36
hbm_lru,64,1,device,17.394,10040,56,5.7837,14.425,2.4727,0.0,3.311,8.6413,time_stats,36
hbm_lru,108,1,device,22.22,10900,468,5.9778,9.6363,3.1492,0.0,2.8286,3.6585,time_stats,36
hbm_lru,90,1,device,20.882,8594,82,5.1598,11.0049,3.5176,0.0,1.6422,5.8451,time_stats,37
hbm_lru,113,1,device,22.357,10467,419,5.9242,9.8863,3.1852,0.0,2.739,3.9621,time_stats,36
hbm_lru,110,1,device,20.848,9750,86,5.1932,11.431,3.8074,0.0,1.3858,6.2378,time_stats,36
hbm_lru,104,1,device,20.466,8522,74,5.4205,12.2201,3.7358,0.0,1.6847,6.7996,time_stats,36
hbm_lru,62,1,device,19.838,10661,37,5.421,12.8489,3.4745,0.0,1.9465,7.4279,time_stats,36
hbm_lru,84,1,device,20.325,10175,63,5.3476,12.4008,3.5084,0.0,1.8392,7.0532,time_stats,36
hbm_lru,101,1,device,22.747,11438,430,6.1031,9.9791,3.2194,0.0,2.8837,3.876,time_stats,36
hbm_lru,116,1,device,22.751,10203,475,6.2833,10.1813,3.3381,0.0,2.9452,3.898,time_stats,36
hbm_lru,5,2,device,21.923,11155,1171,5.7802,11.1232,3.0496,0.0,2.7306,5.343,time_stats,36
hbm_lru,83,1,device,20.146,11785,73,5.5263,12.9757,3.5388,0.0,1.9875,7.4494,time_stats,36
hbm_lru,77,1,device,21.726,10120,72,5.6217,11.4733,3.1677,0.0,2.454,5.8516,time_stats,36
hbm_lru,86,1,device,19.624,8395,75,5.4727,13.576,3.4902,0.0,1.9825,8.1033,time_stats,36
hbm_lru,73,1,device,19.864,8795,91,5.4699,13.561,3.5522,0.0,1.9177,8.0911,time_stats,37
hbm_lru,115,1,device,23.353,10375,455,6.0883,10.0728,3.3683,0.0,2.72,3.9845,time_stats,36
