kind,t0,t1,tokens,ms,key
evict_device,84.44735908508301,84.44735908508301,1536,,
evict_device,84.55735921859741,84.55735921859741,2752,,
evict_device,84.59735918045044,84.59735918045044,3136,,
evict_device,85.19835925102234,85.19835925102234,2944,,
evict_device,85.23735928535461,85.23735928535461,2240,,
evict_device,85.23735928535461,85.23735928535461,3648,,
evict_device,85.73035907745361,85.73035907745361,512,,
evict_device,85.77235913276672,85.77235913276672,4928,,
evict_device,86.17635917663574,86.17635917663574,2240,,
evict_device,86.3683590888977,86.3683590888977,5184,,
evict_device,86.88635921478271,86.88635921478271,3776,,
evict_device,86.96735906600952,86.96735906600952,1472,,
evict_device,87.18235921859741,87.18235921859741,3456,,
evict_device,87.52335929870605,87.52335929870605,4544,,
evict_device,87.56235909461975,87.56235909461975,2048,,
evict_device,88.01935911178589,88.01935911178589,3776,,
evict_device,88.32535910606384,88.32535910606384,4288,,
evict_device,88.3663592338562,88.3663592338562,5248,,
evict_device,88.81835913658142,88.81835913658142,5632,,
evict_device,89.27535915374756,89.27535915374756,2304,,
evict_device,89.64335918426514,89.64335918426514,5056,,
evict_device,89.88435912132263,89.88435912132263,2048,,
evict_device,89.92535924911499,89.92535924911499,3328,,
evict_device,90.25335907936096,90.25335907936096,3072,,
evict_device,90.29335927963257,90.29335927963257,1920,,
evict_device,90.79935908317566,90.79935908317566,2496,,
evict_device,90.95235919952393,90.95235919952393,2688,,
evict_device,90.9933590888977,90.9933590888977,2816,,
evict_device,91.32835912704468,91.32835912704468,5056,,
evict_device,91.3683590888977,91.3683590888977,448,,
evict_device,91.94335913658142,91.94335913658142,3968,,
evict_device,92.12835907936096,92.12835907936096,3648,,
evict_device,92.16735911369324,92.16735911369324,3712,,
evict_device,92.54035925865173,92.54035925865173,1472,,
evict_device,92.92635917663574,92.92635917663574,576,,
evict_device,92.96835923194885,92.96835923194885,5760,,
evict_device,93.29935908317566,93.29935908317566,2624,,
evict_device,93.79735922813416,93.79735922813416,4608,,
evict_device,94.2323591709137,94.2323591709137,2176,,
evict_device,94.37735915184021,94.37735915184021,6400,,
evict_device,94.41935920715332,94.41935920715332,4672,,
evict_device,94.88735914230347,94.88735914230347,2944,,
evict_device,95.30735921859741,95.30735921859741,6272,,
evict_device,95.85535907745361,95.85535907745361,1856,,
evict_device,95.97835922241211,95.97835922241211,4160,,
evict_device,96.01835918426514,96.01835918426514,5568,,
evict_device,96.61735916137695,96.61735916137695,4352,,
evict_device,96.90735912322998,96.90735912322998,3968,,
evict_device,96.94735908508301,96.94735908508301,4864,,
evict_device,97.40935921669006,97.40935921669006,4288,,
evict_device,97.94035911560059,97.94035911560059,7552,,
evict_device,98.49735927581787,98.49735927581787,192,,
evict_device,98.57835912704468,98.57835912704468,1600,,
evict_device,98.6623592376709,98.6623592376709,2880,,
evict_device,98.70435929298401,98.70435929298401,4480,,
evict_device,99.16035914421082,99.16035914421082,1664,,
evict_device,99.44435906410217,99.44435906410217,4736,,
evict_device,99.48535919189453,99.48535919189453,3200,,
evict_device,99.93835926055908,99.93835926055908,4992,,
evict_device,100.34535908699036,100.34535908699036,3456,,
evict_device,100.5703592300415,100.5703592300415,1792,,
evict_device,100.61235928535461,100.61235928535461,3200,,
evict_device,100.94835925102234,100.94835925102234,5120,,
evict_device,101.45235919952393,101.45235919952393,4288,,
evict_device,101.50535917282104,101.50535917282104,64,,
evict_device,101.54635906219482,101.54635906219482,4224,,
evict_device,102.0153591632843,102.0153591632843,4288,,
evict_device,102.05835914611816,102.05835914611816,9536,,
evict_device,102.56535911560059,102.56535911560059,2688,,
evict_device,103.19935917854309,103.19935917854309,4864,,
evict_device,103.57135915756226,103.57135915756226,4544,,
evict_device,103.61235928535461,103.61235928535461,448,,
evict_device,104.11935925483704,104.11935925483704,4800,,
evict_device,104.57935929298401,104.57935929298401,3456,,
evict_device,104.62135910987854,104.62135910987854,6592,,
evict_device,105.08235907554626,105.08235907554626,3072,,
evict_device,105.65635919570923,105.65635919570923,4096,,
evict_device,105.69635915756226,105.69635915756226,9472,,
evict_device,106.20635914802551,106.20635914802551,8704,,
evict_device,106.84335923194885,106.84335923194885,3200,,
evict_device,107.35335922241211,107.35335922241211,3456,,
evict_device,107.39435911178589,107.39435911178589,1280,,
evict_device,107.85235929489136,107.85235929489136,4992,,
evict_device,108.1533591747284,108.1533591747284,4928,,
evict_device,108.51035928726196,108.51035928726196,768,,
evict_device,108.55335927009583,108.55335927009583,5632,,
evict_device,108.94635915756226,108.94635915756226,2560,,
evict_device,108.98735928535461,108.98735928535461,768,,
evict_device,109.50335907936096,109.50335907936096,4096,,
evict_device,109.79735922813416,109.79735922813416,4928,,
evict_device,110.12735915184021,110.12735915184021,3008,,
evict_device,110.17035913467407,110.17035913467407,3136,,
evict_device,110.67635917663574,110.67635917663574,5760,,
evict_device,111.03835916519165,111.03835916519165,2560,,
evict_device,111.08035922050476,111.08035922050476,3136,,
evict_device,111.55135917663574,111.55135917663574,4864,,
evict_device,111.96535921096802,111.96535921096802,5504,,
evict_device,112.00735926628113,112.00735926628113,1408,,
evict_device,112.5153591632843,112.5153591632843,4864,,
evict_device,113.12435913085938,113.12435913085938,5056,,
evict_device,113.6253592967987,113.6253592967987,4480,,
evict_device,113.80135917663574,113.80135917663574,3328,,
evict_device,114.06535911560059,114.06535911560059,6400,,
evict_device,114.10835909843445,114.10835909843445,8000,,
evict_device,114.58935928344727,114.58935928344727,576,,
evict_device,115.08635926246643,115.08635926246643,4032,,
evict_device,115.33035922050476,115.33035922050476,384,,
evict_device,115.37235927581787,115.37235927581787,3776,,
evict_device,115.69635915756226,115.69635915756226,4416,,
evict_device,115.73835921287537,115.73835921287537,4480,,
evict_device,116.19635915756226,116.19635915756226,8320,,
evict_device,116.99635910987854,116.99635910987854,2368,,
evict_device,117.0393590927124,117.0393590927124,3200,,
evict_device,117.43235921859741,117.43235921859741,5568,,
evict_device,117.47335910797119,117.47335910797119,1408,,
evict_device,117.98735928535461,117.98735928535461,5568,,
evict_device,118.54335927963257,118.54335927963257,3008,,
evict_device,118.5853590965271,118.5853590965271,2752,,
evict_device,119.04335927963257,119.04335927963257,2816,,
evict_device,119.19835925102234,119.19835925102234,128,,
evict_device,119.28535914421082,119.28535914421082,128,,
evict_device,119.42035913467407,119.42035913467407,5760,,
evict_device,119.45935916900635,119.45935916900635,1728,,
evict_device,119.93935918807983,119.93935918807983,3648,,
evict_device,119.97935914993286,119.97935914993286,8064,,
evict_device,120.42135906219482,120.42135906219482,9408,,
evict_device,121.47635912895203,121.47635912895203,4288,,
evict_device,121.51835918426514,121.51835918426514,2432,,
evict_device,122.05635929107666,122.05635929107666,4160,,
evict_device,122.37335920333862,122.37335920333862,2880,,
evict_device,122.41735911369324,122.41735911369324,7872,,
evict_device,123.16335916519165,123.16335916519165,3776,,
evict_device,123.20635914802551,123.20635914802551,3200,,
evict_device,123.71235918998718,123.71235918998718,3712,,
evict_device,123.97035908699036,123.97035908699036,5952,,
evict_device,124.01135921478271,124.01135921478271,1984,,
evict_device,124.53235912322998,124.53235912322998,448,,
evict_device,124.57435917854309,124.57435917854309,5824,,
evict_device,125.2503592967987,125.2503592967987,3648,,
evict_device,125.29435920715332,125.29435920715332,12224,,
evict_device,126.49035906791687,126.49035906791687,2112,,
evict_device,126.94635915756226,126.94635915756226,832,,
evict_device,127.07635927200317,127.07635927200317,3904,,
evict_device,127.12035918235779,127.12035918235779,7872,,
evict_device,127.6293592453003,127.6293592453003,5312,,
evict_device,128.16035914421082,128.16035914421082,7232,,
evict_device,128.7083592414856,128.7083592414856,9536,,
evict_device,130.072359085083,130.072359085083,3072,,
evict_device,130.21435928344727,130.21435928344727,9664,,
evict_device,130.25835919380188,130.25835919380188,4800,,
evict_device,130.80635929107666,130.80635929107666,9728,,
evict_device,131.95235919952393,131.95235919952393,6848,,
evict_device,132.18035912513733,132.18035912513733,8064,,
evict_device,132.63735914230347,132.63735914230347,7616,,
evict_device,133.1993591785431,133.1993591785431,6144,,
evict_device,133.7083592414856,133.7083592414856,5248,,
evict_device,134.21335911750793,134.21335911750793,2816,,
evict_device,134.25535917282104,134.25535917282104,5248,,
evict_device,134.71235918998718,134.71235918998718,3584,,
evict_device,135.19435906410217,135.19435906410217,1984,,
evict_device,135.32635927200317,135.32635927200317,2432,,
evict_device,135.61535906791687,135.61535906791687,512,,
evict_device,135.65735912322998,135.65735912322998,4096,,
evict_device,136.072359085083,136.072359085083,5312,,
evict_device,136.11535906791687,136.11535906791687,4224,,
evict_device,136.5833592414856,136.5833592414856,4160,,
evict_device,136.62635922431946,136.62635922431946,704,,
evict_device,137.13335919380188,137.13335919380188,4928,,
evict_device,137.67035913467407,137.67035913467407,3264,,
evict_device,137.71235918998718,137.71235918998718,5248,,
evict_device,138.2283592224121,138.2283592224121,5440,,
evict_device,138.7213592529297,138.7213592529297,704,,
evict_device,138.76635909080505,138.76635909080505,8768,,
evict_device,139.58635926246643,139.58635926246643,3904,,
evict_device,139.6273591518402,139.6273591518402,7680,,
evict_device,140.56635928153992,140.56635928153992,4992,,
evict_device,140.83435916900635,140.83435916900635,5696,,
evict_device,141.22635912895203,141.22635912895203,3456,,
evict_device,141.49735927581787,141.49735927581787,4288,,
evict_device,141.82735919952393,141.82735919952393,4800,,
evict_device,141.86935925483704,141.86935925483704,128,,
evict_device,142.33035922050476,142.33035922050476,5696,,
evict_device,142.5523591041565,142.5523591041565,5440,,
evict_device,142.59335923194885,142.59335923194885,1280,,
evict_device,143.12135910987854,143.12135910987854,3776,,
evict_device,143.1643590927124,143.1643590927124,8768,,
evict_device,143.67235922813416,143.67235922813416,4416,,
evict_device,144.6733591556549,144.6733591556549,3584,,
evict_device,145.22535920143127,145.22535920143127,9472,,
evict_device,145.454359292984,145.454359292984,7936,,
evict_device,145.91635918617249,145.91635918617249,1280,,
evict_device,146.47935914993286,146.47935914993286,4096,,
evict_device,146.52535915374756,146.52535915374756,6656,,
evict_device,147.54135918617249,147.54135918617249,3648,,
evict_device,147.58635926246643,147.58635926246643,1600,,
evict_device,147.9933590888977,147.9933590888977,64,,
evict_device,148.09135913848877,148.09135913848877,8448,,
evict_device,148.64535927772522,148.64535927772522,8512,,
evict_device,149.81035923957825,149.81035923957825,2688,,
evict_device,149.99435925483704,149.99435925483704,8192,,
evict_device,150.04135918617249,150.04135918617249,4160,,
evict_device,150.54935908317566,150.54935908317566,4224,,
evict_device,151.05635929107666,151.05635929107666,6464,,
evict_device,151.56835913658142,151.56835913658142,14272,,
evict_device,152.97635912895203,152.97635912895203,3008,,
evict_device,153.3463592529297,153.3463592529297,9600,,
evict_device,153.84935927391052,153.84935927391052,3584,,
evict_device,154.2693591117859,154.2693591117859,320,,
evict_device,154.3683590888977,154.3683590888977,2496,,
evict_device,154.4143590927124,154.4143590927124,8256,,
evict_device,155.07335925102234,155.07335925102234,5760,,
evict_device,155.70335912704468,155.70335912704468,4032,,
evict_device,156.25735926628113,156.25735926628113,3776,,
evict_device,156.42435908317566,156.42435908317566,4416,,
evict_device,156.73835921287537,156.73835921287537,4992,,
evict_device,156.78535914421082,156.78535914421082,6208,,
evict_device,157.2433590888977,157.2433590888977,1600,,
evict_device,157.6533591747284,157.6533591747284,8192,,
evict_device,158.30635929107666,158.30635929107666,4736,,
evict_device,158.60935926437378,158.60935926437378,1344,,
evict_device,158.65535926818848,158.65535926818848,8192,,
evict_device,159.50735926628113,159.50735926628113,4992,,
evict_device,159.55335927009583,159.55335927009583,1792,,
evict_device,160.14135909080505,160.14135909080505,9984,,
evict_device,160.8153591156006,160.8153591156006,4288,,
