kind,t0,t1,tokens,ms,key
d2h,0.7641918659210205,0.7861919403076172,7808,15.7,
d2h,0.7651917934417725,0.7861919403076172,384,0.8,
d2h,0.7811918258666992,1.237191915512085,640,1.3,
d2h,0.7821917533874512,1.672191858291626,2624,11.6,
d2h,0.7821917533874512,1.672191858291626,448,4.8,
d2h,0.7831919193267822,1.672191858291626,832,2.1,
d2h,0.7841918468475342,1.672191858291626,1856,9.9,
d2h,1.226191759109497,1.672191858291626,1472,3.0,
d2h,1.2271919250488281,1.672191858291626,512,5.7,
d2h,1.22819185256958,2.112191915512085,576,1.6,
d2h,1.229191780090332,2.112191915512085,1920,10.6,
d2h,1.229191780090332,2.112191915512085,768,7.0,
d2h,1.230191946029663,2.112191915512085,2496,5.5,
d2h,1.231191873550415,2.113191843032837,512,3.4,
d2h,1.231191873550415,2.113191843032837,320,1.1,
d2h,1.6641919612884521,2.113191843032837,640,1.3,
d2h,1.6641919612884521,2.113191843032837,448,0.9,
d2h,1.665191888809204,2.113191843032837,640,1.3,
d2h,1.666191816329956,2.5721919536590576,2112,4.3,
d2h,1.666191816329956,2.5721919536590576,1792,3.6,
d2h,1.667191743850708,2.5721919536590576,960,2.0,
d2h,1.668191909790039,2.5721919536590576,704,1.4,
d2h,1.668191909790039,2.5721919536590576,384,0.8,
d2h,2.108191967010498,2.5731918811798096,704,1.4,
d2h,2.108191967010498,3.0091917514801025,1856,9.7,
d2h,2.10919189453125,3.0091917514801025,3136,11.7,
d2h,2.110191822052002,3.0101919174194336,1984,6.8,
d2h,2.110191822052002,3.0101919174194336,384,5.9,
d2h,2.5661919116973877,3.0101919174194336,576,1.2,
d2h,2.5671918392181396,3.4521918296813965,1728,9.9,
d2h,2.5681917667388916,3.4521918296813965,704,7.2,
d2h,2.5681917667388916,3.4521918296813965,1280,2.6,
d2h,2.5691919326782227,3.4521918296813965,576,6.4,
d2h,2.5701918601989746,3.4521918296813965,640,1.6,
d2h,2.5701918601989746,3.4531917572021484,2688,11.9,
d2h,3.0041918754577637,3.4531917572021484,192,0.4,
d2h,3.0041918754577637,3.4531917572021484,192,0.6,
d2h,3.0051918029785156,3.8981919288635254,2368,11.2,
d2h,3.0061919689178467,3.8981919288635254,1984,8.5,
d2h,3.0061919689178467,3.8981919288635254,576,6.5,
d2h,3.0071918964385986,3.8981919288635254,1792,3.9,
d2h,3.4481918811798096,3.8981919288635254,960,1.9,
d2h,3.4491918087005615,4.350191831588745,3008,11.8,
d2h,3.4501917362213135,4.350191831588745,2048,7.6,
d2h,3.4501917362213135,4.350191831588745,320,6.0,
d2h,3.8921918869018555,4.350191831588745,2560,5.1,
d2h,3.8921918869018555,4.802191972732544,192,3.3,
d2h,3.8931918144226074,4.802191972732544,2048,4.1,
d2h,3.8941917419433594,4.802191972732544,704,6.6,
d2h,3.8951919078826904,4.802191972732544,1856,4.2,
d2h,3.8951919078826904,4.802191972732544,1152,6.3,
d2h,3.8961918354034424,4.802191972732544,512,1.0,
d2h,4.344191789627075,4.802191972732544,1344,2.7,
d2h,4.345191955566406,5.295191764831543,1728,9.0,
d2h,4.345191955566406,5.295191764831543,1984,10.5,
d2h,4.346191883087158,5.295191764831543,384,6.7,
d2h,4.34719181060791,5.295191764831543,448,1.6,
d2h,4.34719181060791,5.295191764831543,1024,2.1,
d2h,4.348191738128662,5.295191764831543,1920,9.3,
d2h,4.797191858291626,5.295191764831543,320,0.6,
d2h,4.797191858291626,5.296191930770874,128,0.3,
d2h,4.798191785812378,5.296191930770874,3072,5.7,
d2h,4.799191951751709,5.296191930770874,640,1.2,
d2h,4.799191951751709,5.296191930770874,320,0.6,
d2h,4.800191879272461,5.296191930770874,320,0.6,
d2h,5.290191888809204,5.533191919326782,3392,6.3,
d2h,5.291191816329956,5.533191919326782,1536,2.9,
d2h,5.292191743850708,5.533191919326782,576,1.1,
d2h,5.292191743850708,5.533191919326782,512,1.0,
d2h,5.293191909790039,5.533191919326782,2432,4.5,
d2h,5.294191837310791,5.533191919326782,2240,4.1,
d2h,5.530191898345947,5.533191919326782,576,1.3,
d2h,5.531191825866699,5.554191827774048,1216,2.3,
d2h,5.531191825866699,5.554191827774048,2560,5.0,
d2h,6.927191972732544,6.929191827774048,64,0.4,
d2h,6.928191900253296,6.929191827774048,64,0.2,
d2h,7.426191806793213,7.459191799163818,3456,6.5,
d2h,7.427191972732544,7.459191799163818,2048,3.8,
d2h,7.428191900253296,7.459191799163818,2176,4.0,
d2h,7.524191856384277,7.52619194984436,64,0.3,
d2h,7.525191783905029,7.52619194984436,64,0.2,
d2h,7.774191856384277,7.809191942214966,2496,4.9,
d2h,7.775191783905029,7.809191942214966,576,1.1,
d2h,7.807191848754883,7.809191942214966,64,0.4,
d2h,7.914191961288452,7.915191888809204,320,0.7,
d2h,8.261191844940186,8.263191938400269,64,0.3,
d2h,8.388191938400269,8.424191951751709,576,1.2,
d2h,8.493191957473755,8.495191812515259,64,0.2,
d2h,8.625191926956177,8.660191774368286,896,1.7,
d2h,8.766191959381104,8.767191886901855,128,0.3,
d2h,8.801191806793213,8.802191972732544,64,0.2,
d2h,8.832191944122314,8.97219181060791,128,0.3,
d2h,8.971191883087158,9.003191947937012,2112,4.1,
d2h,9.00219178199768,9.095191955566406,64,0.1,
d2h,9.093191862106323,9.095191955566406,384,0.9,
d2h,9.094191789627075,9.124191761016846,832,1.5,
d2h,9.348191738128662,9.385191917419434,3392,6.4,
d2h,9.419191837310791,9.420191764831543,128,0.4,
d2h,9.45419192314148,9.456191778182983,64,0.2,
d2h,9.485191822052002,9.60319185256958,128,0.3,
d2h,9.486191749572754,9.60319185256958,128,0.4,
d2h,9.601191759109497,9.63319182395935,1920,3.6,
d2h,10.047191858291626,10.084191799163818,2560,4.9,
d2h,10.048191785812378,10.084191799163818,2112,4.1,
d2h,10.049191951751709,10.084191799163818,2496,4.6,
d2h,10.083191871643066,10.084191799163818,128,0.4,
d2h,10.118191957473755,10.120191812515259,64,0.3,
d2h,10.119191884994507,10.120191812515259,128,0.4,
d2h,10.212191820144653,10.213191747665405,576,1.2,
d2h,10.550191879272461,10.58519196510315,3136,6.1,
d2h,10.551191806793213,10.58519196510315,2048,3.9,
d2h,10.620191812515259,10.62119174003601,64,0.3,
d2h,10.6871919631958,10.754191875457764,128,0.3,
d2h,10.753191947937012,10.785191774368286,768,1.5,
d2h,10.784191846847534,11.015191793441772,128,0.3,
d2h,11.013191938400269,11.046191930770874,3776,7.1,
d2h,11.044191837310791,11.185191869735718,64,0.1,
d2h,11.045191764831543,11.185191869735718,128,0.3,
d2h,11.184191942214966,11.217191934585571,2176,4.2,
d2h,11.215191841125488,11.380191802978516,64,0.1,
d2h,11.37719178199768,11.410191774368286,2048,3.9,
d2h,11.378191947937012,11.410191774368286,448,0.8,
d2h,11.408191919326782,11.452191829681396,128,0.3,
d2h,11.451191902160645,11.452191829681396,384,0.8,
d2h,11.482191801071167,11.961191892623901,128,0.3,
d2h,11.483191967010498,11.961191892623901,64,0.4,
d2h,11.483191967010498,11.961191892623901,128,0.3,
d2h,11.959191799163818,11.995191812515259,6912,13.0,
